rep,mean_abs_r,h1_count,h1_entropy,h1_total_persistence,h1_mean_lifetime,h1_max_lifetime,max_betti1
272,0.3914857854326625,28,2.804202114737243,1.3716030716896057,0.04898582398891449,0.21233677864074707,9
273,0.37905031460034716,36,3.0958988572016173,1.4168220162391663,0.039356167117754616,0.20734113454818726,12
274,0.32581703426760605,38,3.383179645806737,2.030230514705181,0.05342711880803108,0.13503754138946533,11
275,0.3654839424453347,43,3.2812890550236964,2.0045012161135674,0.04661630735147831,0.18405115604400635,12
276,0.3585118229043933,34,3.2170139981491577,1.5076408386230469,0.0443423776065602,0.13803833723068237,13
277,0.36984290643322165,38,3.3109141682527845,1.7115313410758972,0.04504029844936572,0.10386216640472412,12
278,0.3458126554141271,45,3.412982764955532,2.174715131521225,0.04832700292269389,0.1597665548324585,14
279,0.3614592133539205,32,3.187384443603264,1.5222005099058151,0.04756876593455672,0.13714921474456787,10
280,0.37866161838204015,31,2.911412952722889,1.7073075100779533,0.05507443580896624,0.19333148002624512,12
281,0.33383554151821365,37,3.3271548681963727,2.0041677430272102,0.05416669575749217,0.15598779916763306,14
282,0.4033045434768921,37,3.263730613458449,1.6945732086896896,0.04579927591053215,0.1337631344795227,15
283,0.37431640645608316,34,3.1775359863480377,1.5619893744587898,0.045940863954670286,0.14065021276474,13
284,0.3399409821996968,37,3.2625968084258714,1.9861630275845528,0.053680081826609535,0.18360650539398193,13
285,0.3832585273066911,26,2.949959875159207,1.277834728360176,0.04914748955231447,0.1463780403137207,11
286,0.38793963513071505,31,3.088098067433038,1.6856904029846191,0.05437710977369739,0.23489856719970703,12
287,0.38046247023610635,29,2.9541757694510613,1.630564033985138,0.05622634599948752,0.21083635091781616,15
288,0.33807736677909833,36,3.205323743403034,2.008113354444504,0.055780926512347326,0.20338982343673706,12
289,0.3765489007143335,31,3.0803578495448036,1.7756041586399078,0.057277553504513155,0.17393720149993896,11
290,0.35891856387674503,40,3.454580854094157,2.19705468416214,0.0549263671040535,0.14565157890319824,20
291,0.3410243879277296,42,3.2658738218793517,2.2777436673641205,0.05423199208009811,0.2130591869354248,14
292,0.3646476869453893,31,3.061263489036109,1.527090921998024,0.049260997483807224,0.17349261045455933,10
293,0.372819295795949,29,3.017803308354365,1.4699639528989792,0.050688412168930316,0.1683245301246643,14
294,0.36213461193510166,34,3.2079741656795133,1.6060573011636734,0.047236979445990396,0.15320920944213867,12
295,0.37090049627006105,44,3.4152892119916545,2.277243636548519,0.05175553719428452,0.1760488748550415,16
296,0.39142384839670663,31,3.0839349348879277,1.3143651485443115,0.04239887575949392,0.16265630722045898,11
297,0.3526126103945893,34,3.175348273542536,1.8679631054401398,0.0549400913364747,0.18849676847457886,18
298,0.37880316613968024,32,3.0228010751733185,1.486801765859127,0.04646255518309772,0.14565157890319824,10
299,0.364429623559287,33,3.082273266330366,1.6730202436447144,0.05069758314074892,0.14448457956314087,10
